id_str,created_at,place,source,text,coordinates,geo,is_quote_status,retweet_count,quote_count,reply_count,user_created_at,user_description,user_followers_count,user_following,user_friends_count,user_id_str,user_location,user_name,user_statuses_count
1341769483392868358,Wed Dec 23 15:35:48 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JamaicaConstab Why is Kingston Wharves Limited facilitating people breaking the curfew by releasing cargo long after 10p.m.?,,,False,0,0,0,Sun Dec 10 19:23:49 +0000 2017,,28,,230,939938721302007808,,Crocodile teet,764
1339742598156615682,Fri Dec 18 01:21:41 +0000 2020,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Just posted a photo @ Kingston Wharves Berth 10 https://t.co/wFEpodJgRP,"{'coordinates': [-76.82792804, 17.99004203], 'type': 'Point'}","{'coordinates': [17.99004203, -76.82792804], 'type': 'Point'}",False,0,0,0,Fri Jan 08 13:06:29 +0000 2010,@DMCC_Authority – the world’s leading Free Zone and Government of Dubai Authority. @DDE_by_DMCC @DGCX @dmcccoffee @DMCCTeaCentre,4237,,1253,102977713,"Dubai, United Arab Emirates",ahmed binsulayem,108824
1339705731386380288,Thu Dec 17 22:55:11 +0000 2020,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Chief executive officer of Kingston Wharves Limited, Mark Williams, has declared that they have no backlog of barre… https://t.co/JQD2L9rMB2",,,False,2,1,2,Mon May 18 20:04:59 +0000 2009,"Jamaica's most trusted news source for 186 years. Where life unfolds. Follow for news, sports, business, lifestyle, entertainment and commentary.",305590,,602,40954616,Jamaica,Jamaica Gleaner,162209
1338625500831477768,Mon Dec 14 23:22:44 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","My sister killing it! Jamaica Health, Beauty, Weddings &amp; Motherhood Stories for the Jamaican Woman - Jamaica Observ… https://t.co/U4HZS4vzqT",,,False,0,0,0,Wed Apr 08 10:17:11 +0000 2020,"CEO of Kailah May Inc.
MBA, Social Media Manager and Content Creator",0,,2,1247830808313958400,New Jersey,Shankai Blends,5
1334706714751496192,Fri Dec 04 03:50:53 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@tai_kwl já 😿😿,,,False,0,0,1,Tue Jun 02 21:01:48 +0000 2020,eh vdd eu sou a namorada do renjun | fan account.,1985,,378,1267923982306639874,🦊,miojo.,11361
1334700841102667782,Fri Dec 04 03:27:32 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@tai_kwl já mas deve uma vez que o homem da casa chegou bem na hora,,,False,0,0,1,Tue Jun 02 21:01:48 +0000 2020,eh vdd eu sou a namorada do renjun | fan account.,1985,,378,1267923982306639874,🦊,miojo.,11361
1334665860376649728,Fri Dec 04 01:08:32 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@owenjamesja I think we met at Kingston Wharves/Grace Kennedy,,,False,0,0,1,Sat Mar 23 18:19:51 +0000 2013,Music lover,127,,711,1292144606,,Patricia Ward,799
1334285542972862464,Wed Dec 02 23:57:17 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kingston wharves in the xmas season https://t.co/f0VpxYFSFp,,,True,2,0,0,Sun May 01 23:58:35 +0000 2016,"If it’s not the Law of His Majesty, then I can make my own Law. 🇪🇹",634,,527,726923802714722304,Jamaica,JAH GONG🇪🇹,28004
1332308191615520768,Fri Nov 27 13:00:00 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@tai_kwl já sim é você??,,,False,0,0,2,Sat Nov 21 23:14:30 +0000 2020,by joon,1621,,1771,1330288434120941577,he¡him,vini🖖,2235
1332040538149826564,Thu Nov 26 19:16:27 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@tai_kwl ja assisti alguns porém assisto mais bl,,,False,0,0,1,Fri Nov 13 18:32:49 +0000 2020,• 𝗋𝗲𝗯𝗲𝗹 b0y ⩩ 𝙘𝙝𝙖𝙣𝙜 🚬🛒,1467,,1441,1327318459949211650,ᘎ 𝙠𝘴𝘫 ⋮ ❍ m໐໐n̲ ‹𝟹,𝗺øø𝗻,3306
1331995745843613699,Thu Nov 26 16:18:27 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",None of yall work at Kingston wharves?🥲🥲🥲,,,False,0,0,1,Fri Apr 29 11:17:45 +0000 2016,UWI Pelican 🇯🇲❤. Jeremiah 29:11 Masicka🥵❤️ #onesydetilthelandslyde Tourism Management Major💕☀️🌊,2299,,995,726007559216357377,Jamaica,niqz💕,12700
1331764714666332164,Thu Nov 26 01:00:25 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tai_kwl Já pintei de castanho, azul, verde, metade rosa metade azul, metade rosa metade loiro acho q só",,,False,0,0,1,Tue Nov 24 18:05:40 +0000 2020,✯ trans boy ✯ ele/dele ✯ otaco ✯ bl stan✯ multifandom ✯,240,,272,1331297916015742984,Hogwarts,yoho,149
1331758047488831490,Thu Nov 26 00:33:56 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tai_kwl Já, de loiro no salão mas a mulher n descoloriu meu cabelo ent ficou um ruivo ferrugem... E logo após isso eu taquei o preto",,,False,0,0,1,Tue Feb 25 19:39:02 +0000 2020,"﹫_ _ http://wotath.carrd.co . . . 🍮✨
          ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏ ͏ ͏",4436,,4402,1232389531560747008,沈黙 ✦⠁,Sallyღ,23666
1327968862092939264,Sun Nov 15 13:37:03 +0000 2020,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",People on Facebook cussing About Kingston Wharves profits lol 😂,,,False,0,0,0,Tue Dec 23 01:14:51 +0000 2014,1 Day You Will Be The News| 8763547211| #ArticulateMinority| Defender of Jamaica | Clapback Messiah! | Not the twin | For Events @twittatimesprom,10962,,1823,2937760097,,Lockdown or LockUp,166920
1327937196960198660,Sun Nov 15 11:31:14 +0000 2020,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Multi-purpose port terminal operator Kingston Wharves Limited (KWL) on Wednesday reported an unaudited after-tax su… https://t.co/RhE7oEZPyd,,,False,5,4,2,Tue Apr 22 04:40:35 +0000 2008,Jamaica's Number 1 Daily Newspaper: Every Day Matters,260473,,312,14470793,"Kingston, Jamaica",Jamaica Observer,203120
1327437122039590912,Sat Nov 14 02:24:07 +0000 2020,,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>",Kingston Wharves records $1.6-billion net profit for nine-month period - https://t.co/wBDruxP6Q4,,,False,0,0,0,Sat Nov 10 12:43:01 +0000 2018,Jamaican Value Investors Since 2016. We believe sound Investments are a result of sound EDucation.,656,,219,1061237794582994945,Jamaica,InvestEDventure Ja 🇯🇲,1069
1327283020764770305,Fri Nov 13 16:11:46 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kingston Wharves Limited (KWL) reported net profit of J$1.9 billion for the nine‐month period ended September 30, 2… https://t.co/roXeqxIanY",,,False,1,0,0,Fri Jul 05 22:52:12 +0000 2019,Bringing you the truest essence of the region with INTEGRITY and RELIABILITY,215,,28,1147277023791996934,,Caribbean Business Report,1704
1327254393075478528,Fri Nov 13 14:18:01 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Multi-purpose port terminal operator Kingston Wharves Limited (KWL) on Wednesday reported an unaudited after-tax su… https://t.co/r0IDpWqCTF,,,False,0,0,0,Sun Jul 07 17:12:43 +0000 2013,"Your digital media company for EVERYTHING about Jamaica, locally or internationally",1107,,26,1575595518,"Ocho Rios, Jamaica ",JamaicaToday.com,26819
1326659343882842116,Wed Nov 11 22:53:30 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kingston Wharves Limited $KW.JA Unaudited Results for the Third Quarter ended 30 September 2020 https://t.co/T9xLfF4fwE via @jastockex,,,False,0,0,0,Sun Apr 19 18:40:59 +0000 2009,,2079,,129,33275038,"ÜT: 18.003908,-76.784123",Graham Jervis 🇯🇲,176540
1325202950994743296,Sat Nov 07 22:26:19 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Twelve people, including 4-women, from Majesty Garden were arrested in connection to the robbery of counterfeit goo… https://t.co/4vq36A7xMs",,,False,0,1,1,Tue Feb 19 18:58:01 +0000 2019,Journalist | Young Journalist of the Year Nominee (2019) | Prime Minister’s Youth Award Nominee (2019) | Honourary Doctor | “The rest is still unwritten.”,1307,,747,1097933339296780289,Jamaica,William Mitchell,2968
1323628070310498305,Tue Nov 03 14:08:18 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kingston Wharves sees largest block trade in two years
https://t.co/qYFRiWQTXF #Jamaica #trading #Services https://t.co/plnFhW2iJP",,,False,0,0,0,Sat Feb 02 13:39:56 +0000 2019,Business services and Consultant focus on sustainable developments for emerging markets in need of funding and expertise to expand their infrastructure.,76,,60,1091692696962519040,"Amsterdam, The Netherlands",LA&C investments,816
1319398275007549440,Thu Oct 22 22:00:36 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MarioEvon If you don’t get it there try the foam factory that makes mattress it’s near to Kingston wharves down that side,,,False,0,0,1,Tue Jul 21 20:10:17 +0000 2020,"Mother of four, married fun loving easy going. Love to cook and bake",34,,112,1285668344700514305,,Moody Girl,1600
1315701320167415815,Mon Oct 12 17:10:13 +0000 2020,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Just posted a video @ Kingston Wharves Berth 10 https://t.co/TcHdX9a4MI,,,False,0,0,0,Mon Mar 16 22:38:16 +0000 2020,"Partzoid Limited
Automotive Enthusiast
Automotive Sales, Parts & Accessories
https://t.co/nfWsqTtwWF
https://t.co/cf7EFMQggG
Whatsapp: 876343-9011",1,,9,1239682369881280523,Jamaica,Partzoid Limited,30
1314530494600671235,Fri Oct 09 11:37:47 +0000 2020,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@jacustoms in tandem with Kingston Wharves, still monuments of inefficiency acting under the guise of automation an… https://t.co/mG5D90iDuy",,,False,1,0,0,Fri Sep 24 08:51:41 +0000 2010,Communications Practitioner & bon vivant.,777,,223,194504184,Jamaica,Elon Parkinson,775
1313855056777826306,Wed Oct 07 14:53:50 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@BiggerBarry Sound like another Sandy Gully needs to be constructed. Not exactly a minor fix as I understand it. Th… https://t.co/Th8ba6cbiE,,,False,0,0,1,Fri Oct 15 18:52:33 +0000 2010,"Man of many interests, all to the Glory of the Lord✌🏾🏁 Values and Value #SDG || Views = MINE|| RTs ≠ endorsements #WinnersOnly",4555,,566,203193300,The Place to Be,Ryan Strachan,151263
1313539177447936009,Tue Oct 06 17:58:38 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Throwback to when Spain’s largest cruise line, Pullmantur Cruises’ MS Monarch docked at Kingston Wharves. https://t.co/gpwexJ6Gsx",,,False,0,0,1,Tue Sep 05 09:36:13 +0000 2017,Chief Maritime Agency of Jamaica |Regulation |Cargo Operations |Cruise Shipping |Port Development |Marine Services |Logistics |BPO Facilities |,991,,171,905001611453485056,Jamaica,Port Authority of Jamaica,1672
1308755852669706240,Wed Sep 23 13:11:25 +0000 2020,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","The largest block trade in Kingston Wharves Limited in two years, led volume activity during Friday’s trading on th… https://t.co/BRBCCj19gm",,,False,0,0,0,Sun Jul 07 17:12:43 +0000 2013,"Your digital media company for EVERYTHING about Jamaica, locally or internationally",1107,,26,1575595518,"Ocho Rios, Jamaica ",JamaicaToday.com,26819
1308176711570329600,Mon Sep 21 22:50:07 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/0uXKHFEXKI,,,False,0,0,0,Thu Jul 16 22:20:40 +0000 2020,"http://www.jse-info.com
Research for Jamaica Stock Exchange",246,,66,1283889279018704897,,JSE-Info.com,830
1306705273189470208,Thu Sep 17 21:23:09 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wow, Kingston wharves wants an IT Infrastructure Manager....wonder if I should apply....",,,False,0,0,2,Tue Sep 07 10:49:53 +0000 2010,"#Gamer #YouTuber #Pragmatist #Comedian #Nerd #ComicBookAficionado 


Storefront: http://teepublic.com/user/lexilaz",238,,869,187865720,Montego Bay,King Kong's Water Boy,11759
1303706913310474240,Wed Sep 09 14:48:44 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mechanic (Kingston, JM) - Kingston Wharves Limited https://t.co/xXeIVN7DGE",,,False,1,0,0,Mon Jun 27 18:11:47 +0000 2011,Job search agent for The Writing Solution (Careerwisechoice),534,,204,325079329,"Kingston, Jamaica","Jobs, News & Views Jamaica",13992
1303147318498267137,Tue Sep 08 01:45:06 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Job opportunity RT

Kingston Wharves Limited: Commercial Manager https://t.co/10m92V1sQ4",,,False,22,1,0,Sat Nov 07 19:42:52 +0000 2009,Professional Triber & Idea Alchemist | Founder - @UCACaribbean | PA to @TheLavenderCalf,18406,,9262,88255217,Caribbean,Kristofferson Nunes,186810
1302484575524925440,Sun Sep 06 05:51:36 +0000 2020,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-78.368878, 17.705786], [-78.368878, 18.525029], [-76.183028, 18.525029], [-76.183028, 17.705786]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Jamaica', 'id': 'd66ca907ceb62690', 'name': 'Jamaica', 'place_type': 'country', 'url': 'https://api.twitter.com/1.1/geo/id/d66ca907ceb62690.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Has the family of this criminal returned the hundreds of millions he looted from the Kingston Wharves in collusion… https://t.co/2GUN05Ajuv,,,False,0,0,1,Fri Aug 29 13:56:59 +0000 2014,,435,,1050,2778487812,Jamaica,Bobby Sharpe,17131
1302094943310221312,Sat Sep 05 04:03:20 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Know how Kingston Wharves expensive to maintain ... All the sand them sell fi maintain shipping industry,,,False,0,0,0,Fri Oct 27 12:40:20 +0000 2017,Hospitality&TourismMgt.Utech18. Marijuana connoisseur. I'll follow you because I can relate... Insta: @Marv_mg,154,,895,923892115972788227,Jamaica,Villain,3501
1301967431041191937,Fri Sep 04 19:36:39 +0000 2020,,"<a href=""http://www.boxwoodtech.com"" rel=""nofollow"">CareerCenter</a>","Now Hiring: Director, Engineering Services  | Kingston Wharves Limited: Kingston , Jamaica | https://t.co/tuhtyaZnZn #jobs",,,False,0,0,0,Tue Jul 13 20:48:10 +0000 2010,"The voice of seaports in the Western Hemisphere. Follow for member events, education & outreach. Visit @PortsUnited for maritime policy updates & industry news.",5526,,478,166304936,"Alexandria, VA",AAPA,2775
1300890770455638027,Tue Sep 01 20:18:23 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","138SL, FirstRock and Kingston Wharves closed today at their lowest price in 60 days.

See all stocks trading at 60… https://t.co/BrSexHqK8r",,,False,0,0,0,Thu Jul 16 22:20:40 +0000 2020,"http://www.jse-info.com
Research for Jamaica Stock Exchange",246,,66,1283889279018704897,,JSE-Info.com,830
1294382312130584585,Fri Aug 14 21:16:06 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kingston Wharves Limited $KW.JA Unaudited Results for the Second Quarter ended 30 June 2020 https://t.co/U8rJ5YA38m via @jastockex,,,False,0,0,0,Sun Apr 19 18:40:59 +0000 2009,,2079,,129,33275038,"ÜT: 18.003908,-76.784123",Graham Jervis 🇯🇲,176540
1294380438358831105,Fri Aug 14 21:08:39 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kingston Wharves Limited (KW) Unaudited Results for the Second Quarter ended 30 June 2020 
#jseinfo #jseinfoKW… https://t.co/4fJ6pDRjY5",,,False,0,0,0,Thu Jul 16 22:20:40 +0000 2020,"http://www.jse-info.com
Research for Jamaica Stock Exchange",246,,66,1283889279018704897,,JSE-Info.com,830
1293646768027185153,Wed Aug 12 20:33:18 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Who coulda get me go back over Kingston Wharves????? Not things past, present or things to come! Fuss and last!!!",,,False,0,1,0,Tue Sep 16 21:25:38 +0000 2014,Child Of the King,98,,177,2813714378,,Liv,2181
1292173293009743878,Sat Aug 08 18:58:15 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Gareth_VP @shellelee76 @mamachell I use to fret day and night working at kingston wharves. On separate occasions,… https://t.co/FEAzgOmTpV",,,False,0,0,0,Wed Sep 11 15:53:29 +0000 2019,We make old headlights look new!!!,29,,38,1171813970614923265,"KIN, St.Cath, CLA, Manchester.",HEADLIGHT KINGS,179
1285639176822587394,Tue Jul 21 18:14:00 +0000 2020,"{'attributes': {}, 'bounding_box': {'coordinates': [[[-76.827759, 17.984675], [-76.827759, 17.984675], [-76.827759, 17.984675], [-76.827759, 17.984675]]], 'type': 'Polygon'}, 'country': 'Jamaica', 'country_code': 'JM', 'full_name': 'Kingston Wharves', 'id': '07d9db9f07080000', 'name': 'Kingston Wharves', 'place_type': 'poi', 'url': 'https://api.twitter.com/1.1/geo/id/07d9db9f07080000.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kingston Wharves - berths 5-9
1988 https://t.co/K2FiNtEEbz",,,False,0,0,1,Wed Nov 06 17:04:40 +0000 2013,"Observe, Read, Learn 🔂
#Chelsea| #ScuderiaFerrari | #Lakers | Blueblood
. 
It was all fun and games until I stepped into international shipping. 
#⚓ 🛳🌊💱",324,,616,2178453823,Jamaica,🇯🇲Out&Stunting🇯🇲,4928
1278176911487840257,Wed Jul 01 04:01:37 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@KasiaMckoy @Nonchalance_876 Would be perfect for Kingston Wharves but you have to have links to get into that damn place.,,,False,0,0,1,Tue Nov 06 05:49:10 +0000 2018,Scratch here 🌫🌫🌫🌫🌫🌫 to reveal my bio.,366,,246,1059684091279355909,Republic of Tivoli Gardens,Ole Wikked Mudarra™️ 😵💥🔫,14082
1274350819123568642,Sat Jun 20 14:38:06 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kingston Wharves able to spend 1 billion on development which is great but having made 562 million in profits have… https://t.co/xwxCNJ4WG1,,,False,0,0,0,Sun Feb 23 18:12:28 +0000 2014,I love gold.,11,,22,2361306573,,Stefon,10
1274350655830986752,Sat Jun 20 14:37:27 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",https://t.co/Lrcem5utah,,,False,0,0,0,Sun Feb 23 18:12:28 +0000 2014,I love gold.,11,,22,2361306573,,Stefon,10
1274103555075510275,Fri Jun 19 22:15:33 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“Even amidst this pandemic, Kingston Wharves is about to spend in excess of $1 billion to ensure that this terminal… https://t.co/5fJ82sHaQT",,,False,1,0,1,Fri Jul 05 22:52:12 +0000 2019,Bringing you the truest essence of the region with INTEGRITY and RELIABILITY,215,,28,1147277023791996934,,Caribbean Business Report,1704
1274069441194725381,Fri Jun 19 20:00:00 +0000 2020,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Chairman of Kingston Wharves Limited, KWL, Jeffrey Hall says the port company’s capital base and liquidity are stro… https://t.co/v3mOFtxL7t",,,False,0,0,1,Mon May 18 20:04:59 +0000 2009,"Jamaica's most trusted news source for 186 years. Where life unfolds. Follow for news, sports, business, lifestyle, entertainment and commentary.",305590,,602,40954616,Jamaica,Jamaica Gleaner,162209
1273988372395102208,Fri Jun 19 14:37:52 +0000 2020,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","“KWL remains optimistic about the long-term, structural soundness and competitiveness of our core business, notwith… https://t.co/bmXfFvZDBX",,,False,0,0,0,Tue Jun 16 23:48:40 +0000 2009,"https://t.co/HAMJ8YwPer @ Twitter for The Latest In Caribbean & International SME Business News, Empowering Leaders and Entrepreneurs. Follow, Stay Current",534,,101,47779740,Silicon Mountain Mandeville Ja,Businessuiteonline.com,5939
1273937319498674176,Fri Jun 19 11:15:00 +0000 2020,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Despite COVID-19 company records $562 million net profit in Q1
#development
https://t.co/LwVtT3otov",,,False,4,1,2,Tue Apr 22 04:40:35 +0000 2008,Jamaica's Number 1 Daily Newspaper: Every Day Matters,260473,,312,14470793,"Kingston, Jamaica",Jamaica Observer,203120
1272950060624629760,Tue Jun 16 17:51:59 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bruh... The dayyyyyy Kingston Wharves &amp; Jamaica Customs Agency gets properly investigated...,,,False,0,0,0,Sun May 02 04:21:44 +0000 2010,"#dontboxmein

'I'm doing me and drinking my tea.'
~Rickey Thompson ☕",858,,809,139289596,on a plane ✈️,#EndViolenceAgainstWomenJA.,162432
1271207282261491712,Thu Jun 11 22:26:48 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#FinanceTwitterJa Thanks @MayberryInvJA for the early release (https://t.co/UKHAoA7HFm) on $KW.ja. $JSE.ja just rel… https://t.co/IcVQd0BBnn,,,False,1,0,0,Fri Dec 21 20:09:37 +0000 2012,Contact me at jcdrconsult@gmail.com. Tweets don't equate to recommendations on any stock listed in Jamaica or other jurisdiction.,3146,,775,1027078627,"Kingston, Jamaica",DAVID ROSE,27467
1271130161279373318,Thu Jun 11 17:20:21 +0000 2020,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kingston wharves business segment is organized into two groups – Terminal operations and Logistics services. https://t.co/DroFggAM1I,,,False,0,0,1,Thu May 31 19:12:18 +0000 2012,,334,,234,595744619,Jamaica,Chad,598
1269025133668306945,Fri Jun 05 21:55:43 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@rin_becalm Plus his grandad is Charles Johnston major share holder in Jamaica producers and Kingston wharves..noth… https://t.co/dWmPsx1zlU,,,False,0,0,1,Thu Jun 04 00:52:19 +0000 2020,,1,,11,1268344742179463171,Jamaica,Jamaica needs a cultural reform,78
1263682478927159299,Fri May 22 04:05:55 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nice likkle play on Kingston Wharves,,,False,0,0,0,Sat Jun 04 01:19:22 +0000 2011,"🇯🇲 inna mi blood //
🇹🇹 close to meh heart
👷    #ExArsenalFan #BrukGyalBrukVybz",2246,,1311,310597636,Jamaica,Chilly™ ᴛʜᴇ ɢʀᴇᴇɴ ᴍᴀɴɢᴏ,204055
1263438349966225408,Thu May 21 11:55:50 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kingston wharves a rub dem belly &amp; a laugh... https://t.co/4vnSYnXkzA,,,True,0,0,0,Sun Aug 13 17:58:46 +0000 2017,hux out har belly like dry coconut...,1056,,299,896793162764734464,Educator/Motivational Speaker,Twidders Foot,22813
1260671101841129482,Wed May 13 20:39:47 +0000 2020,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kingston Wharves Limited $KW.JA Annual Report 2019 https://t.co/FTAfQ2vtZA via @jastockex,,,False,0,0,0,Sun Apr 19 18:40:59 +0000 2009,,2079,,129,33275038,"ÜT: 18.003908,-76.784123",Graham Jervis 🇯🇲,176540
1260670211759517703,Wed May 13 20:36:15 +0000 2020,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kingston Wharves Limited $KW.JA Unaudited  Results for the First Quarter Ended 31 March 2020 https://t.co/5o45w7zrkJ via @jastockex,,,False,0,0,0,Sun Apr 19 18:40:59 +0000 2009,,2079,,129,33275038,"ÜT: 18.003908,-76.784123",Graham Jervis 🇯🇲,176540
1260388687696855046,Wed May 13 01:57:34 +0000 2020,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Can anybody explain wha de gwaan over Kingston wharves?  Who really owns it?,,,False,0,0,0,Thu Jul 08 21:09:40 +0000 2010,"💚✌
Greater than my struggles 

IG: @hectorbanks_d",174,,299,164423171,"Ocho Rios, Jamaica",HectorBanks™,7916
1250852102152368128,Thu Apr 16 18:22:35 +0000 2020,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kingston Wharves. Still not falling into the $20s. Such is life. Still waiting. https://t.co/bzn0dnF17y,,,True,0,0,2,Fri Oct 15 18:52:33 +0000 2010,"Man of many interests, all to the Glory of the Lord✌🏾🏁 Values and Value #SDG || Views = MINE|| RTs ≠ endorsements #WinnersOnly",4555,,566,203193300,The Place to Be,Ryan Strachan,151263
